Lever_position,Ship_speed_knots,Turbine_shaft_torque_kNm,Turbine_rpm,Generator_rpm,Starboard_propeller_torque_kN,Port_propeller_torque_kN,Turbine_exit_temperature_C,Compressor_inlet_temperature_C,Compressor_outlet_temperature_C,Turbine_exit_pressure_bar,Compressor_inlet_pressure_bar,Compressor_outlet_pressure_bar,Turbine_exhaust_gas_pressure_bar,Turbine_injecton_control_%,Fuel_mass_flow_kg/s,GT_kMc,GT_kMt
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1110.0,288.0,788.0,4.49,1.0,22.6,1.05,91.7,1.82,0.95,0.98
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,791.0,288.0,674.0,2.5,1.0,13.2,1.03,35.2,0.7,0.95,0.98
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,943.0,288.0,740.0,3.57,1.0,18.5,1.04,61.6,1.22,0.95,0.98
1.14,3.0,4880.0,1410.0,6740.0,11.4,11.4,593.0,288.0,573.0,1.27,1.0,6.88,1.02,0.0,0.23,0.95,0.98
2.09,6.0,6350.0,1350.0,6840.0,24.3,24.3,617.0,288.0,577.0,1.31,1.0,7.1,1.02,20.6,0.27,0.95,0.98
3.14,9.0,8380.0,1390.0,7130.0,60.4,60.4,598.0,288.0,586.0,1.39,1.0,7.51,1.02,12.8,0.25,0.95,0.98
4.16,12.0,14700.0,1550.0,7810.0,114.0,114.0,653.0,288.0,612.0,1.66,1.0,8.93,1.02,17.7,0.35,0.95,0.98
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,722.0,288.0,644.0,2.08,1.0,11.1,1.03,25.8,0.51,0.95,0.98
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,790.0,288.0,674.0,2.5,1.0,13.2,1.03,35.1,0.69,0.95,0.98
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,845.0,288.0,698.0,2.96,1.0,15.5,1.04,45.1,0.89,0.95,0.98
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1110.0,288.0,787.0,4.49,1.0,22.6,1.05,91.5,1.81,0.95,0.98
1.14,3.0,5550.0,1410.0,6740.0,11.0,11.0,612.0,288.0,575.0,1.29,1.0,6.99,1.02,0.0,0.25,0.95,0.99
4.16,12.0,14700.0,1550.0,7810.0,114.0,114.0,652.0,288.0,612.0,1.66,1.0,8.92,1.02,17.7,0.35,0.95,0.99
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,721.0,288.0,644.0,2.08,1.0,11.1,1.03,25.8,0.51,0.95,0.99
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,789.0,288.0,674.0,2.5,1.0,13.2,1.03,35.0,0.69,0.95,0.99
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,844.0,288.0,698.0,2.96,1.0,15.5,1.04,45.0,0.89,0.95,0.99
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,941.0,288.0,740.0,3.57,1.0,18.4,1.04,61.4,1.22,0.95,0.99
1.14,3.0,6850.0,1390.0,6730.0,9.84,9.84,649.0,288.0,579.0,1.33,1.0,7.18,1.02,0.0,0.3,0.95,0.99
3.14,9.0,8380.0,1390.0,7140.0,60.4,60.4,596.0,288.0,586.0,1.39,1.0,7.49,1.02,12.7,0.25,0.95,0.99
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,720.0,288.0,643.0,2.08,1.0,11.1,1.03,25.7,0.51,0.95,0.99
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,843.0,288.0,698.0,2.96,1.0,15.5,1.04,45.0,0.89,0.95,0.99
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,940.0,288.0,740.0,3.57,1.0,18.4,1.04,61.3,1.21,0.95,0.99
9.3,27.0,72800.0,3560.0,9790.0,645.0,645.0,1100.0,288.0,787.0,4.49,1.0,22.5,1.05,91.3,1.81,0.95,0.99
1.14,3.0,7450.0,1360.0,6720.0,8.4,8.4,672.0,288.0,581.0,1.33,1.0,7.25,1.02,11.6,0.33,0.95,0.99
4.16,12.0,14700.0,1550.0,7810.0,114.0,114.0,650.0,288.0,612.0,1.66,1.0,8.9,1.02,17.6,0.35,0.95,0.99
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,786.0,288.0,673.0,2.5,1.0,13.2,1.03,34.9,0.69,0.95,0.99
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,842.0,288.0,698.0,2.96,1.0,15.5,1.04,44.9,0.89,0.95,0.99
9.3,27.0,72800.0,3560.0,9790.0,645.0,645.0,1100.0,288.0,787.0,4.48,1.0,22.5,1.05,91.2,1.81,0.95,0.99
1.14,3.0,7110.0,1340.0,6710.0,7.17,7.17,667.0,288.0,579.0,1.32,1.0,7.16,1.02,22.2,0.33,0.95,0.99
3.14,9.0,8380.0,1390.0,7140.0,60.4,60.4,595.0,288.0,585.0,1.39,1.0,7.48,1.02,12.6,0.25,0.95,0.99
4.16,12.0,14700.0,1550.0,7820.0,114.0,114.0,649.0,288.0,612.0,1.66,1.0,8.89,1.02,17.5,0.35,0.95,0.99
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,785.0,288.0,673.0,2.5,1.0,13.2,1.03,34.8,0.69,0.95,0.99
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,841.0,288.0,697.0,2.96,1.0,15.5,1.04,44.8,0.89,0.95,0.99
9.3,27.0,72800.0,3560.0,9790.0,645.0,645.0,1100.0,288.0,787.0,4.48,1.0,22.5,1.05,91.1,1.8,0.95,0.99
2.09,6.0,5660.0,1350.0,6840.0,23.1,23.1,596.0,288.0,574.0,1.28,1.0,6.94,1.02,22.7,0.25,0.95,0.99
3.14,9.0,8380.0,1390.0,7150.0,60.4,60.4,594.0,288.0,585.0,1.39,1.0,7.47,1.02,12.6,0.25,0.95,0.99
4.16,12.0,14700.0,1550.0,7820.0,114.0,114.0,649.0,288.0,611.0,1.66,1.0,8.88,1.02,17.5,0.35,0.95,0.99
5.14,15.0,21600.0,1920.0,8510.0,175.0,175.0,717.0,288.0,643.0,2.08,1.0,11.0,1.03,25.6,0.51,0.95,0.99
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,784.0,288.0,673.0,2.5,1.0,13.2,1.03,34.7,0.69,0.95,0.99
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,937.0,288.0,739.0,3.56,1.0,18.3,1.04,61.1,1.21,0.95,0.99
9.3,27.0,72800.0,3560.0,9790.0,645.0,645.0,1100.0,288.0,787.0,4.48,1.0,22.4,1.05,91.0,1.8,0.95,0.99
2.09,6.0,5440.0,1350.0,6850.0,22.9,22.9,590.0,288.0,573.0,1.28,1.0,6.9,1.02,23.2,0.25,0.95,0.99
4.16,12.0,14700.0,1550.0,7820.0,114.0,114.0,648.0,288.0,611.0,1.66,1.0,8.87,1.02,17.5,0.35,0.95,0.99
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,783.0,288.0,673.0,2.5,1.0,13.2,1.03,34.6,0.69,0.95,0.99
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,936.0,288.0,739.0,3.56,1.0,18.3,1.04,61.0,1.21,0.95,0.99
9.3,27.0,72800.0,3560.0,9790.0,645.0,645.0,1100.0,288.0,787.0,4.48,1.0,22.4,1.05,90.9,1.8,0.95,0.99
2.09,6.0,5250.0,1350.0,6850.0,22.7,22.7,584.0,288.0,572.0,1.27,1.0,6.85,1.02,22.9,0.24,0.95,0.99
3.14,9.0,8380.0,1390.0,7150.0,60.4,60.4,592.0,288.0,585.0,1.39,1.0,7.46,1.02,12.5,0.25,0.95,0.99
4.16,12.0,14700.0,1550.0,7820.0,114.0,114.0,647.0,288.0,611.0,1.65,1.0,8.86,1.02,17.4,0.35,0.95,0.99
5.14,15.0,21600.0,1920.0,8510.0,175.0,175.0,715.0,288.0,642.0,2.07,1.0,11.0,1.03,25.5,0.5,0.95,0.99
2.09,6.0,5300.0,1350.0,6850.0,22.7,22.7,584.0,288.0,572.0,1.27,1.0,6.86,1.02,23.0,0.24,0.95,0.99
5.14,15.0,21600.0,1920.0,8510.0,175.0,175.0,714.0,288.0,642.0,2.07,1.0,11.0,1.03,25.4,0.5,0.95,0.99
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,837.0,288.0,697.0,2.95,1.0,15.4,1.04,44.5,0.88,0.95,0.99
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,934.0,288.0,739.0,3.56,1.0,18.3,1.04,60.8,1.2,0.95,0.99
1.14,3.0,968.0,1320.0,6700.0,5.81,5.81,492.0,288.0,552.0,1.12,1.0,6.01,1.02,24.1,0.13,0.95,0.99
6.18,18.0,29800.0,2310.0,8850.0,246.0,246.0,780.0,288.0,672.0,2.5,1.0,13.1,1.03,34.4,0.68,0.95,0.99
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,933.0,288.0,739.0,3.56,1.0,18.3,1.04,60.7,1.2,0.95,0.99
9.3,27.0,72800.0,3560.0,9790.0,645.0,645.0,1100.0,288.0,786.0,4.48,1.0,22.3,1.05,90.6,1.79,0.95,0.99
6.18,18.0,29800.0,2310.0,8850.0,246.0,246.0,779.0,288.0,672.0,2.5,1.0,13.1,1.03,34.4,0.68,0.95,0.99
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,835.0,288.0,696.0,2.95,1.0,15.4,1.04,44.3,0.88,0.95,0.99
2.09,6.0,4550.0,1340.0,6860.0,22.4,22.4,562.0,288.0,569.0,1.25,1.0,6.71,1.02,23.2,0.21,0.95,1.0
4.16,12.0,14700.0,1550.0,7830.0,114.0,114.0,643.0,288.0,610.0,1.65,1.0,8.83,1.02,17.2,0.34,0.95,1.0
5.14,15.0,21600.0,1920.0,8510.0,175.0,175.0,711.0,288.0,642.0,2.07,1.0,11.0,1.03,25.2,0.5,0.95,1.0
6.18,18.0,29800.0,2310.0,8850.0,246.0,246.0,778.0,288.0,672.0,2.5,1.0,13.1,1.03,34.3,0.68,0.95,1.0
1.14,3.0,519.0,1360.0,6740.0,8.16,8.16,455.0,288.0,549.0,1.11,1.0,5.89,1.02,0.0,0.07,0.95,1.0
3.14,9.0,8380.0,1390.0,7160.0,60.4,60.4,588.0,288.0,584.0,1.39,1.0,7.42,1.02,12.4,0.25,0.95,1.0
4.16,12.0,14700.0,1550.0,7830.0,114.0,114.0,642.0,288.0,610.0,1.65,1.0,8.82,1.02,17.2,0.34,0.95,1.0
5.14,15.0,21600.0,1920.0,8510.0,175.0,175.0,710.0,288.0,642.0,2.07,1.0,11.0,1.03,25.2,0.5,0.95,1.0
6.18,18.0,29800.0,2310.0,8850.0,246.0,246.0,777.0,288.0,672.0,2.49,1.0,13.1,1.03,34.2,0.68,0.95,1.0
8.21,24.0,51000.0,3090.0,9330.0,438.0,438.0,930.0,288.0,738.0,3.56,1.0,18.2,1.04,60.4,1.2,0.95,1.0
1.14,3.0,817.0,1370.0,6750.0,8.88,8.88,463.0,288.0,550.0,1.12,1.0,5.96,1.02,0.0,0.08,0.95,1.0
2.09,6.0,4430.0,1340.0,6860.0,22.4,22.4,557.0,288.0,568.0,1.25,1.0,6.67,1.02,22.9,0.21,0.95,1.0
4.16,12.0,14700.0,1550.0,7830.0,114.0,114.0,642.0,288.0,610.0,1.65,1.0,8.81,1.02,17.2,0.34,0.95,1.0
5.14,15.0,21600.0,1920.0,8510.0,175.0,175.0,710.0,288.0,641.0,2.07,1.0,10.9,1.03,25.1,0.5,0.95,1.0
6.18,18.0,29800.0,2310.0,8850.0,246.0,246.0,776.0,288.0,671.0,2.49,1.0,13.1,1.03,34.2,0.68,0.95,1.0
9.3,27.0,72800.0,3560.0,9790.0,645.0,645.0,1100.0,288.0,786.0,4.47,1.0,22.2,1.05,90.2,1.79,0.95,1.0
2.09,6.0,4360.0,1340.0,6870.0,22.4,22.4,554.0,288.0,568.0,1.24,1.0,6.65,1.02,22.9,0.21,0.95,1.0
6.18,18.0,29800.0,2310.0,8850.0,246.0,246.0,775.0,288.0,671.0,2.49,1.0,13.0,1.03,34.1,0.68,0.95,1.0
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,831.0,288.0,696.0,2.95,1.0,15.3,1.04,44.0,0.87,0.95,1.0
1.14,3.0,1100.0,1380.0,6760.0,9.49,9.49,470.0,288.0,552.0,1.13,1.0,6.01,1.02,0.0,0.09,0.95,1.0
2.09,6.0,4100.0,1350.0,6870.0,22.5,22.5,546.0,288.0,566.0,1.24,1.0,6.6,1.02,22.2,0.2,0.95,1.0
3.14,9.0,8380.0,1390.0,7170.0,60.4,60.4,586.0,288.0,584.0,1.39,1.0,7.4,1.02,12.3,0.24,0.95,1.0
4.16,12.0,14700.0,1550.0,7840.0,114.0,114.0,640.0,288.0,610.0,1.65,1.0,8.79,1.02,17.1,0.34,0.95,1.0
5.14,15.0,21600.0,1920.0,8520.0,175.0,175.0,708.0,288.0,641.0,2.07,1.0,10.9,1.03,25.0,0.5,0.95,1.0
6.18,18.0,29800.0,2310.0,8850.0,246.0,246.0,774.0,288.0,671.0,2.49,1.0,13.0,1.03,34.0,0.67,0.95,1.0
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,830.0,288.0,696.0,2.95,1.0,15.3,1.04,43.9,0.87,0.95,1.0
8.21,24.0,51000.0,3090.0,9330.0,438.0,438.0,927.0,288.0,738.0,3.56,1.0,18.1,1.04,60.1,1.19,0.95,1.0
3.14,9.0,8380.0,1390.0,7170.0,60.4,60.4,585.0,288.0,584.0,1.39,1.0,7.39,1.02,12.2,0.24,0.95,1.0
4.16,12.0,14700.0,1550.0,7840.0,114.0,114.0,639.0,288.0,610.0,1.65,1.0,8.78,1.02,17.0,0.34,0.95,1.0
5.14,15.0,21600.0,1920.0,8520.0,175.0,175.0,707.0,288.0,641.0,2.07,1.0,10.9,1.03,25.0,0.49,0.95,1.0
6.18,18.0,29800.0,2310.0,8850.0,246.0,246.0,773.0,288.0,671.0,2.49,1.0,13.0,1.03,33.9,0.67,0.95,1.0
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,829.0,288.0,695.0,2.95,1.0,15.3,1.04,43.8,0.87,0.95,1.0
8.21,24.0,51000.0,3090.0,9330.0,438.0,438.0,926.0,288.0,738.0,3.56,1.0,18.1,1.04,60.0,1.19,0.95,1.0
9.3,27.0,72800.0,3560.0,9800.0,645.0,645.0,1090.0,288.0,785.0,4.47,1.0,22.1,1.05,89.9,1.78,0.95,1.0
1.14,3.0,408.0,1330.0,6660.0,6.62,6.62,477.0,288.0,551.0,1.1,1.0,5.98,1.02,17.3,0.11,0.95,0.98
3.14,9.0,8380.0,1390.0,7110.0,60.4,60.4,605.0,288.0,587.0,1.39,1.0,7.58,1.02,13.1,0.26,0.95,0.98
4.16,12.0,14700.0,1550.0,7790.0,114.0,114.0,661.0,288.0,613.0,1.66,1.0,9.01,1.02,18.1,0.36,0.95,0.98
5.14,15.0,21600.0,1920.0,8490.0,175.0,175.0,730.0,288.0,645.0,2.08,1.0,11.2,1.03,26.3,0.52,0.95,0.98
6.18,18.0,29800.0,2310.0,8830.0,246.0,246.0,799.0,288.0,676.0,2.5,1.0,13.4,1.03,35.7,0.71,0.95,0.98
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,951.0,288.0,741.0,3.58,1.0,18.6,1.04,62.4,1.24,0.95,0.98
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1110.0,288.0,788.0,4.5,1.0,22.8,1.05,92.4,1.83,0.95,0.98
2.09,6.0,6940.0,1370.0,6820.0,26.8,26.8,635.0,288.0,581.0,1.33,1.0,7.26,1.02,14.1,0.29,0.95,0.98
5.14,15.0,21600.0,1920.0,8490.0,175.0,175.0,729.0,288.0,645.0,2.08,1.0,11.2,1.03,26.3,0.52,0.95,0.98
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,852.0,288.0,699.0,2.96,1.0,15.7,1.04,45.7,0.91,0.95,0.98
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,950.0,288.0,741.0,3.58,1.0,18.6,1.04,62.3,1.23,0.95,0.98
2.09,6.0,6790.0,1360.0,6820.0,25.8,25.8,632.0,288.0,580.0,1.32,1.0,7.23,1.02,17.3,0.29,0.95,0.98
4.16,12.0,14700.0,1550.0,7790.0,114.0,114.0,659.0,288.0,613.0,1.66,1.0,8.99,1.02,18.0,0.36,0.95,0.98
5.14,15.0,21600.0,1920.0,8490.0,175.0,175.0,728.0,288.0,645.0,2.08,1.0,11.2,1.03,26.2,0.52,0.95,0.98
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,851.0,288.0,699.0,2.96,1.0,15.7,1.04,45.6,0.9,0.95,0.98
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,949.0,288.0,741.0,3.58,1.0,18.6,1.04,62.2,1.23,0.95,0.98
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1110.0,288.0,788.0,4.5,1.0,22.8,1.05,92.2,1.83,0.95,0.98
1.14,3.0,929.0,1380.0,6700.0,9.22,9.22,478.0,288.0,554.0,1.12,1.0,6.08,1.02,0.0,0.09,0.95,0.98
2.09,6.0,6700.0,1360.0,6820.0,25.4,25.4,629.0,288.0,579.0,1.32,1.0,7.2,1.02,18.1,0.29,0.95,0.98
4.16,12.0,14700.0,1550.0,7790.0,114.0,114.0,658.0,288.0,613.0,1.66,1.0,8.98,1.02,17.9,0.36,0.95,0.98
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,727.0,288.0,645.0,2.08,1.0,11.2,1.03,26.2,0.52,0.95,0.98
6.18,18.0,29800.0,2310.0,8830.0,246.0,246.0,796.0,288.0,675.0,2.5,1.0,13.3,1.03,35.5,0.7,0.95,0.98
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,850.0,288.0,699.0,2.96,1.0,15.6,1.04,45.6,0.9,0.95,0.98
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,948.0,288.0,741.0,3.58,1.0,18.6,1.04,62.1,1.23,0.95,0.98
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1110.0,288.0,788.0,4.5,1.0,22.7,1.05,92.1,1.82,0.95,0.98
2.09,6.0,6630.0,1360.0,6820.0,25.1,25.1,627.0,288.0,579.0,1.32,1.0,7.18,1.02,18.9,0.28,0.95,0.98
3.14,9.0,8380.0,1390.0,7120.0,60.4,60.4,602.0,288.0,587.0,1.39,1.0,7.55,1.02,12.9,0.26,0.95,0.98
4.16,12.0,14700.0,1550.0,7800.0,114.0,114.0,657.0,288.0,613.0,1.66,1.0,8.97,1.02,17.9,0.35,0.95,0.98
6.18,18.0,29800.0,2310.0,8830.0,246.0,246.0,795.0,288.0,675.0,2.5,1.0,13.3,1.03,35.4,0.7,0.95,0.98
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,947.0,288.0,740.0,3.57,1.0,18.6,1.04,62.0,1.23,0.95,0.98
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1110.0,288.0,788.0,4.5,1.0,22.7,1.05,92.0,1.82,0.95,0.98
3.14,9.0,8380.0,1390.0,7120.0,60.4,60.4,601.0,288.0,586.0,1.39,1.0,7.54,1.02,12.9,0.26,0.95,0.98
4.16,12.0,14700.0,1550.0,7800.0,114.0,114.0,656.0,288.0,613.0,1.66,1.0,8.96,1.02,17.9,0.35,0.95,0.98
6.18,18.0,29800.0,2310.0,8830.0,246.0,246.0,794.0,288.0,675.0,2.5,1.0,13.3,1.03,35.3,0.7,0.95,0.98
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,848.0,288.0,698.0,2.96,1.0,15.6,1.04,45.4,0.9,0.95,0.98
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,946.0,288.0,740.0,3.57,1.0,18.5,1.04,61.9,1.23,0.95,0.98
1.14,3.0,2210.0,1410.0,6730.0,11.1,11.1,515.0,288.0,561.0,1.18,1.0,6.37,1.02,0.0,0.14,0.95,0.98
2.09,6.0,6410.0,1360.0,6830.0,24.4,24.4,620.0,288.0,578.0,1.31,1.0,7.13,1.02,20.4,0.28,0.95,0.98
3.14,9.0,8380.0,1390.0,7120.0,60.4,60.4,600.0,288.0,586.0,1.39,1.0,7.53,1.02,12.8,0.25,0.95,0.98
4.16,12.0,14700.0,1550.0,7800.0,114.0,114.0,655.0,288.0,612.0,1.66,1.0,8.95,1.02,17.8,0.35,0.95,0.98
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,945.0,288.0,740.0,3.57,1.0,18.5,1.04,61.8,1.22,0.95,0.98
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1110.0,288.0,787.0,4.49,1.0,22.7,1.05,91.8,1.82,0.95,0.98
2.09,6.0,6440.0,1360.0,6830.0,24.5,24.5,620.0,288.0,578.0,1.31,1.0,7.12,1.02,19.9,0.28,0.95,0.98
3.14,9.0,8380.0,1390.0,7130.0,60.4,60.4,599.0,288.0,586.0,1.39,1.0,7.52,1.02,12.8,0.25,0.95,0.98
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,723.0,288.0,644.0,2.08,1.0,11.1,1.03,25.9,0.51,0.95,0.98
6.18,18.0,29800.0,2310.0,8830.0,246.0,246.0,791.0,288.0,674.0,2.5,1.0,13.3,1.03,35.2,0.7,0.95,0.98
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1110.0,288.0,787.0,4.49,1.0,22.6,1.05,91.7,1.81,0.95,0.98
1.14,3.0,3580.0,1420.0,6740.0,11.7,11.7,555.0,288.0,567.0,1.23,1.0,6.64,1.02,0.0,0.18,0.95,0.98
2.09,6.0,6220.0,1350.0,6830.0,24.0,24.0,614.0,288.0,577.0,1.3,1.0,7.08,1.02,21.2,0.27,0.95,0.98
3.14,9.0,8380.0,1390.0,7130.0,60.4,60.4,598.0,288.0,586.0,1.39,1.0,7.52,1.02,12.8,0.25,0.95,0.98
4.16,12.0,14700.0,1550.0,7800.0,114.0,114.0,653.0,288.0,612.0,1.66,1.0,8.94,1.02,17.7,0.35,0.95,0.98
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,722.0,288.0,644.0,2.08,1.0,11.1,1.03,25.9,0.51,0.95,0.98
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,942.0,288.0,740.0,3.57,1.0,18.5,1.04,61.6,1.22,0.95,0.98
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1110.0,288.0,787.0,4.49,1.0,22.6,1.05,91.5,1.81,0.95,0.98
1.14,3.0,4450.0,1420.0,6740.0,11.6,11.6,581.0,288.0,571.0,1.26,1.0,6.8,1.02,0.0,0.21,0.95,0.98
2.09,6.0,6100.0,1350.0,6830.0,23.7,23.7,611.0,288.0,576.0,1.3,1.0,7.05,1.02,22.0,0.27,0.95,0.98
4.16,12.0,14700.0,1550.0,7810.0,114.0,114.0,652.0,288.0,612.0,1.66,1.0,8.92,1.02,17.6,0.35,0.95,0.99
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,788.0,288.0,674.0,2.5,1.0,13.2,1.03,35.0,0.69,0.95,0.99
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,843.0,288.0,698.0,2.96,1.0,15.5,1.04,45.0,0.89,0.95,0.99
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1100.0,288.0,787.0,4.49,1.0,22.6,1.05,91.3,1.81,0.95,0.99
3.14,9.0,8380.0,1390.0,7140.0,60.4,60.4,596.0,288.0,585.0,1.39,1.0,7.49,1.02,12.7,0.25,0.95,0.99
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,720.0,288.0,643.0,2.08,1.0,11.1,1.03,25.7,0.51,0.95,0.99
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,842.0,288.0,697.0,2.96,1.0,15.5,1.04,44.9,0.89,0.95,0.99
2.09,6.0,5720.0,1350.0,6840.0,23.2,23.2,599.0,288.0,574.0,1.29,1.0,6.96,1.02,22.7,0.26,0.95,0.99
3.14,9.0,8380.0,1390.0,7140.0,60.4,60.4,595.0,288.0,585.0,1.39,1.0,7.49,1.02,12.6,0.25,0.95,0.99
4.16,12.0,14700.0,1550.0,7810.0,114.0,114.0,650.0,288.0,611.0,1.66,1.0,8.9,1.02,17.6,0.35,0.95,0.99
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,719.0,288.0,643.0,2.08,1.0,11.1,1.03,25.7,0.51,0.95,0.99
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,786.0,288.0,673.0,2.5,1.0,13.2,1.03,34.8,0.69,0.95,0.99
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,841.0,288.0,697.0,2.96,1.0,15.5,1.04,44.8,0.89,0.95,0.99
9.3,27.0,72800.0,3560.0,9790.0,645.0,645.0,1100.0,288.0,787.0,4.49,1.0,22.5,1.05,91.1,1.8,0.95,0.99
2.09,6.0,5360.0,1350.0,6840.0,22.7,22.7,589.0,288.0,573.0,1.28,1.0,6.9,1.02,23.5,0.24,0.95,0.99
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,840.0,288.0,697.0,2.96,1.0,15.5,1.04,44.8,0.89,0.95,0.99
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,937.0,288.0,739.0,3.57,1.0,18.4,1.04,61.1,1.21,0.95,0.99
1.14,3.0,5920.0,1320.0,6700.0,6.06,6.06,639.0,288.0,574.0,1.28,1.0,6.95,1.02,30.4,0.31,0.95,0.99
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,784.0,288.0,673.0,2.5,1.0,13.2,1.03,34.7,0.69,0.95,0.99
9.3,27.0,72800.0,3560.0,9790.0,645.0,645.0,1100.0,288.0,786.0,4.48,1.0,22.4,1.05,90.9,1.8,0.95,0.99
2.09,6.0,5340.0,1350.0,6840.0,22.7,22.7,587.0,288.0,572.0,1.27,1.0,6.88,1.02,23.0,0.24,0.95,0.99
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,783.0,288.0,673.0,2.5,1.0,13.2,1.03,34.6,0.69,0.95,0.99
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,935.0,288.0,739.0,3.56,1.0,18.3,1.04,60.9,1.21,0.95,0.99
9.3,27.0,72800.0,3560.0,9790.0,645.0,645.0,1100.0,288.0,786.0,4.48,1.0,22.4,1.05,90.8,1.8,0.95,0.99
1.14,3.0,4050.0,1310.0,6690.0,5.4,5.4,590.0,288.0,566.0,1.22,1.0,6.61,1.02,33.3,0.25,0.95,0.99
4.16,12.0,14700.0,1550.0,7820.0,114.0,114.0,646.0,288.0,611.0,1.66,1.0,8.87,1.02,17.4,0.34,0.95,0.99
5.14,15.0,21600.0,1920.0,8510.0,175.0,175.0,715.0,288.0,642.0,2.08,1.0,11.0,1.03,25.4,0.5,0.95,0.99
1.14,3.0,2390.0,1310.0,6690.0,5.35,5.35,542.0,288.0,559.0,1.17,1.0,6.3,1.02,31.5,0.19,0.95,0.99
2.09,6.0,4870.0,1340.0,6850.0,22.5,22.5,573.0,288.0,570.0,1.26,1.0,6.78,1.02,23.3,0.23,0.95,0.99
3.14,9.0,8380.0,1390.0,7150.0,60.4,60.4,591.0,288.0,585.0,1.39,1.0,7.45,1.02,12.5,0.25,0.95,0.99
5.14,15.0,21600.0,1920.0,8510.0,175.0,175.0,714.0,288.0,642.0,2.07,1.0,11.0,1.03,25.4,0.5,0.95,0.99
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,836.0,288.0,696.0,2.95,1.0,15.4,1.04,44.4,0.88,0.95,0.99
9.3,27.0,72800.0,3560.0,9790.0,645.0,645.0,1100.0,288.0,786.0,4.48,1.0,22.4,1.05,90.6,1.79,0.95,0.99
